No.,IO Bank,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Avg. Trace Delay (ps),Pin Number,Avg. Trace Delay (ps),,Prohibit,Interface,Signal Name,Direction,IO Standard,Drive (mA),Slew Rate,OFFCHIP_TERM,Board Signal,Board Voltage
120,500,IOPAD_X1Y82,PS_MIO5_500,105.427,106.486,105.957,A6,105.957,,,FIXED_IO_54576,FIXED_IO_mio[5],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
121,500,IOPAD_X1Y81,PS_MIO4_500,85.857,86.72,86.289,B7,86.289,,,FIXED_IO_54576,FIXED_IO_mio[4],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
122,500,IOPAD_X1Y80,PS_MIO3_500,65.423,66.08,65.752,D6,65.752,,,FIXED_IO_54576,FIXED_IO_mio[3],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
123,500,IOPAD_X1Y79,PS_MIO2_500,131.722,133.046,132.384,B8,132.384,,,FIXED_IO_54576,FIXED_IO_mio[2],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
124,500,IOPAD_X1Y78,PS_MIO1_500,128.207,129.495,128.851,A7,128.851,,,FIXED_IO_54576,FIXED_IO_mio[1],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
125,500,IOPAD_X1Y77,PS_MIO0_500,58.594,59.183,58.889,E6,58.889,,,FIXED_IO_54576,FIXED_IO_mio[0],INOUT,LVCMOS18,12,SLOW,FP_VTT_50,,
126,502,IOPAD_X1Y2,PS_DDR_VRN_502,83.212,84.049,83.631,G5,83.631,,,FIXED_IO_54576,FIXED_IO_ddr_vrn,INOUT,SSTL15_T_DCI,,FAST,FP_VTT_50,,
127,502,IOPAD_X1Y3,PS_DDR_VRP_502,88.98,89.874,89.427,H5,89.427,,,FIXED_IO_54576,FIXED_IO_ddr_vrp,INOUT,SSTL15_T_DCI,,FAST,FP_VTT_50,,
128,500,IOPAD_X1Y26,PS_CLK_500,90.19,91.096,90.643,E7,90.643,,,FIXED_IO_54576,FIXED_IO_ps_clk,INOUT,LVCMOS33,12,FAST,FP_VTT_50,,
129,500,IOPAD_X1Y132,PS_POR_B_500,88.035,88.92,88.478,C7,88.478,,,FIXED_IO_54576,FIXED_IO_ps_porb,INOUT,LVCMOS33,12,FAST,FP_VTT_50,,
130,501,IOPAD_X1Y134,PS_SRST_B_501,75.877,76.639,76.258,B10,76.258,,,FIXED_IO_54576,FIXED_IO_ps_srstb,INOUT,LVCMOS33,12,FAST,FP_VTT_50,,
131,0,IPAD_X0Y1,VN_0,110.777,111.89,111.334,L10,111.334,,,,,,,,,,,
132,0,IPAD_X0Y0,VP_0,126.3,127.57,126.935,K9,126.935,,,,,,,,,,,
133,0,,DONE_0,28.057,28.339,28.198,R11,28.198,,,,,,,,,,,
134,0,,DXP_0,75.902,76.665,76.284,M9,76.284,,,,,,,,,,,
135,0,,GNDADC_0,,,,J10,,,,,,,,,,,,
136,0,,VCCADC_0,,,,J9,,,,,,,,,,,,
137,0,,VREFP_0,62.569,63.198,62.884,L9,62.884,,,,,,,,,,,
138,0,,VCCBATT_0,,,,F11,,,,,,,,,,,,
139,0,,TCK_0,53.409,53.945,53.677,F9,53.677,,,,,,,,,,,
140,0,,DXN_0,123.32,124.56,123.940,M10,123.940,,,,,,,,,,,
141,0,,VREFN_0,58.959,59.552,59.256,K10,59.256,,,,,,,,,,,
142,0,,INIT_B_0,79.069,79.863,79.466,R10,79.466,,,,,,,,,,,
143,0,,TDI_0,155.417,156.979,156.198,G6,156.198,,,,,,,,,,,
144,0,,TDO_0,146.984,148.461,147.723,F6,147.723,,,,,,,,,,,
145,0,,CFGBVS_0,83.697,84.538,84.118,M6,84.118,,,,,,,,,,CFGBVS_0,
146,0,,PROGRAM_B_0,94.078,95.023,94.551,L6,94.551,,,,,,,,,,,
147,0,,TMS_0,103.659,104.701,104.180,J6,104.180,,,,,,,,,,,
148,0,,VCCO_0,,,,K6,,,,,,,,,,,VCCO_0,
149,13,,VCCO_13,,,,T8,,,,,,,,,,,VCCO_13,
150,13,,VCCO_13,,,,U11,,,,,,,,,,,VCCO_13,
151,13,,VCCO_13,,,,W7,,,,,,,,,,,VCCO_13,
152,13,,VCCO_13,,,,Y10,,,,,,,,,,,VCCO_13,
153,34,IOB_X0Y49,IO_0_34,92.583,93.513,93.048,R19,93.048,,,,,,,,,,,
154,34,IOB_X0Y48,IO_L1P_T0_34,159.596,161.2,160.398,T11,160.398,,,,,,,,,,,
155,34,IOB_X0Y47,IO_L1N_T0_34,151.973,153.501,152.737,T10,152.737,,,,,,,,,,,
156,34,IOB_X0Y46,IO_L2P_T0_34,136.439,137.81,137.125,T12,137.125,,,,,,,,,,,
157,34,IOB_X0Y45,IO_L2N_T0_34,145.702,147.166,146.434,U12,146.434,,,,,,,,,,,
158,34,IOB_X0Y44,IO_L3P_T0_DQS_PUDC_B_34,114.629,115.781,115.205,U13,115.205,,,,,,,,,,,
159,34,IOB_X0Y43,IO_L3N_T0_DQS_34,114.047,115.193,114.620,V13,114.620,,,,,,,,,,,
160,34,IOB_X0Y42,IO_L4P_T0_34,127.479,128.76,128.120,V12,128.120,,,,,,,,,,,
161,34,IOB_X0Y41,IO_L4N_T0_34,133.902,135.248,134.575,W13,134.575,,,,,,,,,,,
162,34,IOB_X0Y40,IO_L5P_T0_34,103.511,104.551,104.031,T14,104.031,,,,,,,,,,,
163,34,IOB_X0Y39,IO_L5N_T0_34,106.406,107.475,106.941,T15,106.941,,,,,,,,,,,
164,34,IOB_X0Y38,IO_L6P_T0_34,112.35,113.479,112.915,P14,112.915,,,,,,,,,,,
165,34,IOB_X0Y37,IO_L6N_T0_VREF_34,107.461,108.541,108.001,R14,108.001,,,,,,,,,,,
166,34,IOB_X0Y36,IO_L7P_T1_34,161.431,163.053,162.242,Y16,162.242,,,,,,,,,,,
167,34,IOB_X0Y35,IO_L7N_T1_34,154.669,156.224,155.447,Y17,155.447,,,,,,,,,,,
168,34,IOB_X0Y34,IO_L8P_T1_34,177.132,178.912,178.022,W14,178.022,,,,,,,,,,,
169,34,IOB_X0Y33,IO_L8N_T1_34,179.653,181.459,180.556,Y14,180.556,,,,,,,,,,,
170,34,IOB_X0Y32,IO_L9P_T1_DQS_34,123.017,124.253,123.635,T16,123.635,,,,,,,,,,,
171,34,IOB_X0Y31,IO_L9N_T1_DQS_34,119.828,121.032,120.430,U17,120.430,,,,,,,,,,,
172,34,IOB_X0Y30,IO_L10P_T1_34,163.541,165.184,164.363,V15,164.363,,,,,,,,,,,
173,34,IOB_X0Y29,IO_L10N_T1_34,157.199,158.779,157.989,W15,157.989,,,,,,,,,,,
174,34,IOB_X0Y28,IO_L11P_T1_SRCC_34,155.508,157.071,156.290,U14,156.290,,,,,,,,,,,
175,34,IOB_X0Y27,IO_L11N_T1_SRCC_34,151.744,153.269,152.507,U15,152.507,,,,,,,,,,,
176,34,IOB_X0Y26,IO_L12P_T1_MRCC_34,124.974,126.23,125.602,U18,125.602,,,,,,,,,,,
177,34,IOB_X0Y25,IO_L12N_T1_MRCC_34,123.085,124.322,123.704,U19,123.704,,,,,,,,,,,
178,34,IOB_X0Y24,IO_L13P_T2_MRCC_34,87.3,88.178,87.739,N18,87.739,,,,,,,,,,,
179,34,IOB_X0Y23,IO_L13N_T2_MRCC_34,89.507,90.406,89.957,P19,89.957,,,,,,,,,,,
180,34,IOB_X0Y22,IO_L14P_T2_SRCC_34,89.207,90.103,89.655,N20,89.655,,,,,,,,,,,
181,34,IOB_X0Y21,IO_L14N_T2_SRCC_34,89.333,90.23,89.782,P20,89.782,,,,,,,,,,,
182,34,IOB_X0Y20,IO_L15P_T2_DQS_34,77.838,78.62,78.229,T20,78.229,,,,,,,,,,,
183,34,IOB_X0Y19,IO_L15N_T2_DQS_34,74.035,74.779,74.407,U20,74.407,,,,,,,,,,,
184,34,IOB_X0Y18,IO_L16P_T2_34,85.087,85.942,85.515,V20,85.515,,,,,,,,,,,
185,34,IOB_X0Y17,IO_L16N_T2_34,87.059,87.934,87.497,W20,87.497,,,,,,,,,,,
186,34,IOB_X0Y16,IO_L17P_T2_34,93.46,94.4,93.930,Y18,93.930,,,,,,,,,,,
187,34,IOB_X0Y15,IO_L17N_T2_34,86.752,87.624,87.188,Y19,87.188,,,,,,,,,,,
188,34,IOB_X0Y14,IO_L18P_T2_34,66.501,67.169,66.835,V16,66.835,,,,,,,,,,,
189,34,IOB_X0Y13,IO_L18N_T2_34,71.436,72.154,71.795,W16,71.795,,,,,,,,,,,
190,34,IOB_X0Y12,IO_L19P_T3_34,46.587,47.055,46.821,R16,46.821,,,,,,,,,,,
191,34,IOB_X0Y11,IO_L19N_T3_VREF_34,42.543,42.971,42.757,R17,42.757,,,,,,,,,,,
192,34,IOB_X0Y10,IO_L20P_T3_34,53.238,53.773,53.506,T17,53.506,,,,,,,,,,,
193,34,IOB_X0Y9,IO_L20N_T3_34,54.437,54.984,54.711,R18,54.711,,,,,,,,,,,
194,34,IOB_X0Y8,IO_L21P_T3_DQS_34,71.113,71.827,71.470,V17,71.470,,,,,,,,,,,
195,34,IOB_X0Y7,IO_L21N_T3_DQS_34,67.699,68.379,68.039,V18,68.039,,,,,,,,,,,
196,34,IOB_X0Y6,IO_L22P_T3_34,68.318,69.005,68.662,W18,68.662,,,,,,,,,,,
197,34,IOB_X0Y5,IO_L22N_T3_34,66.83,67.502,67.166,W19,67.166,,,,,,,,,,,
198,34,IOB_X0Y4,IO_L23P_T3_34,90.857,91.77,91.314,N17,91.314,,,,,,,,,,,
199,34,IOB_X0Y3,IO_L23N_T3_34,82.399,83.227,82.813,P18,82.813,,,,,,,,,,,
200,34,IOB_X0Y2,IO_L24P_T3_34,46.371,46.837,46.604,P15,46.604,,,,,,,,,,,
201,34,IOB_X0Y1,IO_L24N_T3_34,49.046,49.539,49.293,P16,49.293,,,,,,,,,,,
202,34,IOB_X0Y0,IO_25_34,60.32,60.927,60.624,T19,60.624,,,,,,,,,,,
203,34,,VCCO_34,,,,N19,,,,,,,,,,,VCCO_34,
204,34,,VCCO_34,,,,R15,,,,,,,,,,,VCCO_34,
205,34,,VCCO_34,,,,T18,,,,,,,,,,,VCCO_34,
206,34,,VCCO_34,,,,V14,,,,,,,,,,,VCCO_34,
207,34,,VCCO_34,,,,W17,,,,,,,,,,,VCCO_34,
208,34,,VCCO_34,,,,Y20,,,,,,,,,,,VCCO_34,
209,35,IOB_X0Y99,IO_0_35,26.516,26.782,26.649,G14,26.649,,,,,,,,,,,
210,35,IOB_X0Y98,IO_L1P_T0_AD0P_35,70.61,71.32,70.965,C20,70.965,,,,,,,,,,,
211,35,IOB_X0Y97,IO_L1N_T0_AD0N_35,72.505,73.234,72.870,B20,72.870,,,,,,,,,,,
212,35,IOB_X0Y96,IO_L2P_T0_AD8P_35,75.48,76.238,75.859,B19,75.859,,,,,,,,,,,
213,35,IOB_X0Y95,IO_L2N_T0_AD8N_35,79.027,79.821,79.424,A20,79.424,,,,,,,,,,,
214,35,IOB_X0Y94,IO_L3P_T0_DQS_AD1P_35,50.97,51.482,51.226,E17,51.226,,,,,,,,,,,
215,35,IOB_X0Y93,IO_L3N_T0_DQS_AD1N_35,50.667,51.176,50.922,D18,50.922,,,,,,,,,,,
216,35,IOB_X0Y92,IO_L4P_T0_35,72.521,73.25,72.886,D19,72.886,,,,,,,,,,,
217,35,IOB_X0Y91,IO_L4N_T0_35,70.478,71.186,70.832,D20,70.832,,,,,,,,,,,
218,35,IOB_X0Y90,IO_L5P_T0_AD9P_35,57.098,57.672,57.385,E18,57.385,,,,,,,,,,,
219,35,IOB_X0Y89,IO_L5N_T0_AD9N_35,70.884,71.596,71.240,E19,71.240,,,,,,,,,,,
220,35,IOB_X0Y88,IO_L6P_T0_35,54.876,55.428,55.152,F16,55.152,,,,,,,,,,,
221,35,IOB_X0Y87,IO_L6N_T0_VREF_35,52,52.523,52.262,F17,52.262,,,,,,,,,,,
222,35,IOB_X0Y86,IO_L7P_T1_AD2P_35,140.704,142.118,141.411,M19,141.411,,,,,,,,,,,
223,35,IOB_X0Y85,IO_L7N_T1_AD2N_35,130.956,132.272,131.614,M20,131.614,,,,,,,,,,,
224,35,IOB_X0Y84,IO_L8P_T1_AD10P_35,135.672,137.036,136.354,M17,136.354,,,,,,,,,,,
225,35,IOB_X0Y83,IO_L8N_T1_AD10N_35,129.401,130.702,130.052,M18,130.052,,,,,,,,,,,
226,35,IOB_X0Y82,IO_L9P_T1_DQS_AD3P_35,104.377,105.426,104.902,L19,104.902,,,,,,,,,,,
227,35,IOB_X0Y81,IO_L9N_T1_DQS_AD3N_35,106.07,107.136,106.603,L20,106.603,,,,,,,,,,,
228,35,IOB_X0Y80,IO_L10P_T1_AD11P_35,83.354,84.192,83.773,K19,83.773,,,,,,,,,,,
229,35,IOB_X0Y79,IO_L10N_T1_AD11N_35,86.159,87.024,86.592,J19,86.592,,,,,,,,,,,
230,35,IOB_X0Y78,IO_L11P_T1_SRCC_35,86.535,87.405,86.970,L16,86.970,,,,,,,,,,,
231,35,IOB_X0Y77,IO_L11N_T1_SRCC_35,89.427,90.325,89.876,L17,89.876,,,,,,,,,,,
232,35,IOB_X0Y76,IO_L12P_T1_MRCC_35,87,87.874,87.437,K17,87.437,,,,,,,,,,,
233,35,IOB_X0Y75,IO_L12N_T1_MRCC_35,84.128,84.973,84.551,K18,84.551,,,,,,,,,,,
234,35,IOB_X0Y74,IO_L13P_T2_MRCC_35,52.78,53.311,53.046,H16,53.046,,,,,,,,,,,
235,35,IOB_X0Y73,IO_L13N_T2_MRCC_35,54.151,54.695,54.423,H17,54.423,,,,,,,,,,,
236,35,IOB_X0Y72,IO_L14P_T2_AD4P_SRCC_35,74.113,74.858,74.486,J18,74.486,,,,,,,,,,,
237,35,IOB_X0Y71,IO_L14N_T2_AD4N_SRCC_35,70.682,71.392,71.037,H18,71.037,,,,,,,,,,,
238,35,IOB_X0Y70,IO_L15P_T2_DQS_AD12P_35,62.801,63.432,63.117,F19,63.117,,,,,,,,,,,
239,35,IOB_X0Y69,IO_L15N_T2_DQS_AD12N_35,62.485,63.113,62.799,F20,62.799,,,,,,,,,,,
240,35,IOB_X0Y68,IO_L16P_T2_35,66.77,67.441,67.106,G17,67.106,,,,,,,,,,,
241,35,IOB_X0Y67,IO_L16N_T2_35,57.106,57.68,57.393,G18,57.393,,,,,,,,,,,
242,35,IOB_X0Y66,IO_L17P_T2_AD5P_35,59.227,59.822,59.525,J20,59.525,,,,,,,,,,,
243,35,IOB_X0Y65,IO_L17N_T2_AD5N_35,57.603,58.182,57.893,H20,57.893,,,,,,,,,,,
244,35,IOB_X0Y64,IO_L18P_T2_AD13P_35,63.665,64.304,63.985,G19,63.985,,,,,,,,,,,
245,35,IOB_X0Y63,IO_L18N_T2_AD13N_35,60.708,61.318,61.013,G20,61.013,,,,,,,,,,,
246,35,IOB_X0Y62,IO_L19P_T3_35,56.276,56.842,56.559,H15,56.559,,,,,,,,,,,
247,35,IOB_X0Y61,IO_L19N_T3_VREF_35,47.987,48.469,48.228,G15,48.228,,,,,,,,,,,
248,35,IOB_X0Y60,IO_L20P_T3_AD6P_35,101.242,102.26,101.751,K14,101.751,,,,,,,,,,,
249,35,IOB_X0Y59,IO_L20N_T3_AD6N_35,99.181,100.178,99.680,J14,99.680,,,,,,,,,,,
250,35,IOB_X0Y58,IO_L21P_T3_DQS_AD14P_35,72.168,72.894,72.531,N15,72.531,,,,,,,,,,,
251,35,IOB_X0Y57,IO_L21N_T3_DQS_AD14N_35,69.606,70.306,69.956,N16,69.956,,,,,,,,,,,
252,35,IOB_X0Y56,IO_L22P_T3_AD7P_35,86.934,87.808,87.371,L14,87.371,,,,,,,,,,,
253,35,IOB_X0Y55,IO_L22N_T3_AD7N_35,86.268,87.135,86.702,L15,86.702,,,,,,,,,,,
254,35,IOB_X0Y54,IO_L23P_T3_35,71.723,72.444,72.084,M14,72.084,,,,,,,,,,,
255,35,IOB_X0Y53,IO_L23N_T3_35,79.602,80.402,80.002,M15,80.002,,,,,,,,,,,
256,35,IOB_X0Y52,IO_L24P_T3_AD15P_35,53.677,54.216,53.947,K16,53.947,,,,,,,,,,,
257,35,IOB_X0Y51,IO_L24N_T3_AD15N_35,61.864,62.486,62.175,J16,62.175,,,,,,,,,,,
258,35,IOB_X0Y50,IO_25_35,53.844,54.385,54.115,J15,54.115,,,,,,,,,,,
259,35,,VCCO_35,,,,C19,,,,,,,,,,,VCCO_35,
260,35,,VCCO_35,,,,F18,,,,,,,,,,,VCCO_35,
261,35,,VCCO_35,,,,H14,,,,,,,,,,,VCCO_35,
262,35,,VCCO_35,,,,J17,,,,,,,,,,,VCCO_35,
263,35,,VCCO_35,,,,K20,,,,,,,,,,,VCCO_35,
264,35,,VCCO_35,,,,M16,,,,,,,,,,,VCCO_35,
265,500,,VCCO_MIO0_500,,,,B6,,,,,,,,,,,,
266,500,,VCCO_MIO0_500,,,,D7,,,,,,,,,,,,
267,501,,PS_MIO_VREF_501,77.487,78.266,77.877,E11,77.877,,,,,,,,,,,
268,501,,VCCO_MIO1_501,,,,A13,,,,,,,,,,,,
269,501,,VCCO_MIO1_501,,,,B16,,,,,,,,,,,,
270,501,,VCCO_MIO1_501,,,,D12,,,,,,,,,,,,
271,501,,VCCO_MIO1_501,,,,E15,,,,,,,,,,,,
272,502,,VCCO_DDR_502,,,,A3,,,,,,,,,,,,
273,502,,VCCO_DDR_502,,,,D2,,,,,,,,,,,,
274,502,,VCCO_DDR_502,,,,E5,,,,,,,,,,,,
275,502,,VCCO_DDR_502,,,,G1,,,,,,,,,,,,
276,502,,VCCO_DDR_502,,,,H4,,,,,,,,,,,,
277,502,,VCCO_DDR_502,,,,L3,,,,,,,,,,,,
278,502,,VCCO_DDR_502,,,,P2,,,,,,,,,,,,
279,502,,VCCO_DDR_502,,,,R5,,,,,,,,,,,,
280,502,,VCCO_DDR_502,,,,U1,,,,,,,,,,,,
281,502,,VCCO_DDR_502,,,,V4,,,,,,,,,,,,
282,502,,PS_DDR_VREF0_502,,,,H6,,,,,,,,,,,,
283,502,,PS_DDR_VREF1_502,,,,P6,,,,,,,,,,,,
284,,,RSVDGND,71.816,72.538,72.177,F10,72.177,,,,,,,,,,,
285,,,RSVDVCC3,104.992,106.047,105.520,N6,105.520,,,,,,,,,,,
286,,,RSVDVCC2,107.781,108.864,108.323,R6,108.323,,,,,,,,,,,
287,,,RSVDVCC1,92.753,93.686,93.220,T6,93.220,,,,,,,,,,,
288,,,GND,,,,A8,,,,,,,,,,,GND,GND
289,,,GND,,,,A18,,,,,,,,,,,GND,GND
290,,,GND,,,,B1,,,,,,,,,,,GND,GND
291,,,GND,,,,B11,,,,,,,,,,,GND,GND
292,,,GND,,,,C4,,,,,,,,,,,GND,GND
293,,,GND,,,,C14,,,,,,,,,,,GND,GND
294,,,GND,,,,K11,,,,,,,,,,,GND,GND
295,,,GND,,,,D17,,,,,,,,,,,GND,GND
296,,,GND,,,,E10,,,,,,,,,,,GND,GND
297,,,GND,,,,E20,,,,,,,,,,,GND,GND
298,,,GND,,,,F3,,,,,,,,,,,GND,GND
299,,,GND,,,,F7,,,,,,,,,,,GND,GND
300,,,GND,,,,G10,,,,,,,,,,,GND,GND
301,,,GND,,,,G12,,,,,,,,,,,GND,GND
302,,,GND,,,,G16,,,,,,,,,,,GND,GND
303,,,GND,,,,H7,,,,,,,,,,,GND,GND
304,,,GND,,,,H9,,,,,,,,,,,GND,GND
305,,,GND,,,,H11,,,,,,,,,,,GND,GND
306,,,GND,,,,H13,,,,,,,,,,,GND,GND
307,,,GND,,,,H19,,,,,,,,,,,GND,GND
308,,,GND,,,,J2,,,,,,,,,,,GND,GND
309,,,GND,,,,J8,,,,,,,,,,,GND,GND
310,,,GND,,,,J12,,,,,,,,,,,GND,GND
311,,,GND,,,,K5,,,,,,,,,,,GND,GND
312,,,GND,,,,K7,,,,,,,,,,,GND,GND
313,,,GND,,,,C9,,,,,,,,,,,GND,GND
314,,,GND,,,,K13,,,,,,,,,,,GND,GND
315,,,GND,,,,K15,,,,,,,,,,,GND,GND
316,,,GND,,,,L8,,,,,,,,,,,GND,GND
317,,,GND,,,,L12,,,,,,,,,,,GND,GND
318,,,GND,,,,L18,,,,,,,,,,,GND,GND
319,,,GND,,,,M1,,,,,,,,,,,GND,GND
320,,,GND,,,,M7,,,,,,,,,,,GND,GND
321,,,GND,,,,M11,,,,,,,,,,,GND,GND
322,,,GND,,,,M13,,,,,,,,,,,GND,GND
323,,,GND,,,,N4,,,,,,,,,,,GND,GND
324,,,GND,,,,N8,,,,,,,,,,,GND,GND
325,,,GND,,,,N10,,,,,,,,,,,GND,GND
326,,,GND,,,,N12,,,,,,,,,,,GND,GND
327,,,GND,,,,N14,,,,,,,,,,,GND,GND
328,,,GND,,,,P7,,,,,,,,,,,GND,GND
329,,,GND,,,,P9,,,,,,,,,,,GND,GND
330,,,GND,,,,P11,,,,,,,,,,,GND,GND
331,,,GND,,,,P13,,,,,,,,,,,GND,GND
332,,,GND,,,,P17,,,,,,,,,,,GND,GND
333,,,GND,,,,R8,,,,,,,,,,,GND,GND
334,,,GND,,,,R12,,,,,,,,,,,GND,GND
335,,,GND,,,,R20,,,,,,,,,,,GND,GND
336,,,GND,,,,T3,,,,,,,,,,,GND,GND
337,,,GND,,,,T7,,,,,,,,,,,GND,GND
338,,,GND,,,,T13,,,,,,,,,,,GND,GND
339,,,GND,,,,U6,,,,,,,,,,,GND,GND
340,,,GND,,,,U16,,,,,,,,,,,GND,GND
341,,,GND,,,,V9,,,,,,,,,,,GND,GND
342,,,GND,,,,V19,,,,,,,,,,,GND,GND
343,,,GND,,,,W2,,,,,,,,,,,GND,GND
344,,,GND,,,,W12,,,,,,,,,,,GND,GND
345,,,GND,,,,Y5,,,,,,,,,,,GND,GND
346,,,GND,,,,Y15,,,,,,,,,,,GND,GND
347,,,VCCINT,,,,G13,,,,,,,,,,,,
348,,,VCCINT,,,,H12,,,,,,,,,,,,
349,,,VCCINT,,,,J13,,,,,,,,,,,,
350,,,VCCINT,,,,K12,,,,,,,,,,,,
351,,,VCCINT,,,,L13,,,,,,,,,,,,
352,,,VCCINT,,,,M12,,,,,,,,,,,,
353,,,VCCINT,,,,N13,,,,,,,,,,,,
354,,,VCCINT,,,,P12,,,,,,,,,,,,
355,,,VCCINT,,,,R13,,,,,,,,,,,,
356,,,VCCAUX,,,,J11,,,,,,,,,,,VCCAUX,1.8
357,,,VCCAUX,,,,L11,,,,,,,,,,,VCCAUX,1.8
358,,,VCCAUX,,,,N9,,,,,,,,,,,VCCAUX,1.8
359,,,VCCAUX,,,,P10,,,,,,,,,,,VCCAUX,1.8
360,,,VCCAUX,,,,R9,,,,,,,,,,,VCCAUX,1.8
361,,,VCCAUX,,,,N11,,,,,,,,,,,VCCAUX,1.8
362,,,VCCBRAM,,,,G11,,,,,,,,,,,,
363,,,VCCBRAM,,,,H10,,,,,,,,,,,,
364,,,VCCPLL,,,,G8,,,,,,,,,,,,
365,,,VCCPAUX,,,,G9,,,,,,,,,,,,
366,,,VCCPAUX,,,,F8,,,,,,,,,,,,
367,,,VCCPAUX,,,,H8,,,,,,,,,,,,
368,,,VCCPAUX,,,,K8,,,,,,,,,,,,
369,,,VCCPAUX,,,,M8,,,,,,,,,,,,
370,,,VCCPINT,,,,G7,,,,,,,,,,,,
371,,,VCCPINT,,,,J7,,,,,,,,,,,,
372,,,VCCPINT,,,,L7,,,,,,,,,,,,
373,,,VCCPINT,,,,N7,,,,,,,,,,,,
374,,,VCCPINT,,,,P8,,,,,,,,,,,,
375,,,VCCPINT,,,,R7,,,,,,,,,,,,
376,,,NC,,,,V5,,,,,,,,,,,,
377,,,NC,,,,U7,,,,,,,,,,,,
378,,,NC,,,,V7,,,,,,,,,,,,
379,,,NC,,,,T9,,,,,,,,,,,,
380,,,NC,,,,U10,,,,,,,,,,,,
381,,,NC,,,,Y7,,,,,,,,,,,,
382,,,NC,,,,Y6,,,,,,,,,,,,
383,,,NC,,,,Y9,,,,,,,,,,,,
384,,,NC,,,,Y8,,,,,,,,,,,,
385,,,NC,,,,V8,,,,,,,,,,,,
386,,,NC,,,,W8,,,,,,,,,,,,
387,,,NC,,,,W10,,,,,,,,,,,,
388,,,NC,,,,W9,,,,,,,,,,,,
389,,,NC,,,,U9,,,,,,,,,,,,
390,,,NC,,,,U8,,,,,,,,,,,,
391,,,NC,,,,W11,,,,,,,,,,,,
392,,,NC,,,,Y11,,,,,,,,,,,,
393,,,NC,,,,T5,,,,,,,,,,,,
394,,,NC,,,,U5,,,,,,,,,,,,
395,,,NC,,,,Y12,,,,,,,,,,,,
396,,,NC,,,,Y13,,,,,,,,,,,,
397,,,NC,,,,V11,,,,,,,,,,,,
398,,,NC,,,,V10,,,,,,,,,,,,
399,,,NC,,,,V6,,,,,,,,,,,,
400,,,NC,,,,W6,,,,,,,,,,,,
